,Tanggal,RH_avg,Tavg,RR,ss
3594,03-10-2021,27.3,80,9.3,0.5
3595,04-10-2021,27.9,78,0.1,0.5
3596,05-10-2021,27.1,80,9.6,0.5
3597,06-10-2021,26.7,84,9.9,0.5
3598,07-10-2021,26.7,80,23.7,0.6
3599,08-10-2021,26.8,79,10.2,5
3600,09-10-2021,28.2,78,0.2,0.6
3601,10-10-2021,27.9,85,10.5,0.6
3602,11-10-2021,27.4,80,0.2,0.6
3603,12-10-2021,28.2,73,10.9,0.6
3604,13-10-2021,27.7,80,11.2,0.7
3605,14-10-2021,27.9,78,2.4,0.7
3606,15-10-2021,27.1,83,11.6,0.7
3607,16-10-2021,28.1,80,6.5,0.7
3608,17-10-2021,26.3,89,11.9,0.7
3609,18-10-2021,25.4,92,20.3,3.9
3610,19-10-2021,26.8,82,24.4,0.8
3611,20-10-2021,27.3,83,50,0.8
3612,21-10-2021,28.3,80,1.9,0.8
3613,22-10-2021,27.2,83,12.3,0.8
3614,23-10-2021,27.6,78,12.7,0.9
3615,24-10-2021,28.2,80,13.1,0.9
3616,25-10-2021,27.1,86,13.6,0.9
3617,26-10-2021,26.8,84,12.5,1
3618,27-10-2021,25.5,92,3.6,1
3619,28-10-2021,24.8,95,21.8,1
3620,29-10-2021,27.7,79,36.9,1.1
3621,30-10-2021,27.3,82,14,1.1
3622,31-10-2021,27.3,84,29.3,1.1
3623,01-11-2021,25.5,93,2.2,3.4
3624,02-11-2021,26.2,87,32.1,1
3625,03-11-2021,26.9,85,0.8,6.5
3626,04-11-2021,27.6,84,1,1
3627,05-11-2021,26.6,86,1.5,1.1
3628,06-11-2021,28.2,84,3.9,1.1
3629,07-11-2021,26.9,85,4,1.1
3630,08-11-2021,27.5,81,7.7,1.2
3631,09-11-2021,27.7,86,4.2,1.2
3632,10-11-2021,27,82,15.6,1.2
3633,11-11-2021,26.8,86,1.4,1.3
3634,12-11-2021,27.5,79,4.3,1.3
3635,13-11-2021,27.3,84,0.8,1.4
3636,14-11-2021,27.8,81,18.9,1.4
3637,15-11-2021,26.4,83,4.4,1.5
3638,16-11-2021,27.9,74,4.6,1.5
3639,17-11-2021,28.3,76,4.7,1.6
3640,18-11-2021,27.1,79,4.9,1.6
3641,19-11-2021,25.2,90,5.1,1.7
3642,20-11-2021,27.3,78,15.5,1.7
3643,21-11-2021,27.9,80,5.2,3.6
3644,22-11-2021,26.9,83,5.4,1.8
3645,23-11-2021,25.4,85,2.4,4
3646,24-11-2021,28.1,67,5.6,1.8
3647,25-11-2021,26.7,79,5.8,1.8
3648,26-11-2021,27.7,80,6,1.9
3649,27-11-2021,26.2,84,1.8,2
3650,28-11-2021,26,86,14.4,3
3651,29-11-2021,26.8,81,0.8,2.7
3652,30-11-2021,27.5,80,6.2,4.5
3653,01-12-2018,26.9,84,7.7,0.7
3654,02-12-2018,27.3,81,8,1.1
3655,03-12-2018,27.1,86,8.2,5.1
3656,04-12-2018,26,88,10.1,1.1
3657,05-12-2018,26.3,86,42.2,1.1
3658,06-12-2018,25.6,94,5,1.2
3659,07-12-2018,27.1,80,43,1.2
3660,08-12-2018,26.5,82,9,1.3
3661,09-12-2018,27,84,8.5,1.3
3662,10-12-2018,26.6,89,8.8,1.3
3663,11-12-2018,27,85,9,1.4
3664,12-12-2018,26.9,86,18,1.4
3665,13-12-2018,27,79,37.8,1.5
3666,14-12-2018,27.3,84,9.3,1.5
3667,15-12-2018,26.6,82,9.6,1.6
3668,16-12-2018,27.5,77,9.9,1.6
3669,17-12-2018,28.4,72,10.2,1.7
3670,18-12-2018,27.8,77,10.6,8.2
3671,19-12-2018,26.7,85,10.9,5.2
3672,20-12-2018,27.4,77,60.4,1.7
3673,21-12-2018,26.6,79,11.3,1.8
3674,22-12-2018,27.2,81,11.6,1.8
3675,23-12-2018,25.3,85,12,1.9
3676,24-12-2018,27.1,80,1.5,2
3677,25-12-2018,25.6,88,12.4,2
3678,26-12-2018,25.2,90,11,1.1
3679,27-12-2018,26.5,81,1,2.1
3680,28-12-2018,27.7,76,12.8,2.2
3681,29-12-2018,27.7,78,13.2,8.4
3682,30-12-2018,28.4,79,13.6,2.2
3683,31-12-2018,26.7,82,14.1,4.6
3684,01-01-2022,27.1,80,0.2,1.5
3685,02-01-2022,26.2,84,0.8,2.9
3686,03-01-2022,27.1,75,5.1,3.5
3687,04-01-2022,27,74,5.3,6.7
3688,05-01-2022,27.5,80,5.4,1.9
3689,06-01-2022,27.7,82,5.6,2.3
3690,07-01-2022,28.5,76,5.8,1.9
3691,08-01-2022,26.5,83,0.2,7
3692,09-01-2022,27.3,80,5.9,5.1
3693,10-01-2022,26.6,86,0.2,0.5
3694,11-01-2022,26.2,88,4.5,0.5
3695,12-01-2022,24.9,92,60.4,2
3696,13-01-2022,26.9,84,18.7,2
3697,14-01-2022,26.4,86,13,0.6
3698,15-01-2022,26.4,87,6.1,2.1
3699,16-01-2022,26.3,88,6.3,1.5
3700,17-01-2022,26.9,87,6.5,2.2
3701,18-01-2022,26.1,90,1.4,1.5
3702,19-01-2022,26.3,87,0.5,2.2
3703,20-01-2022,25.1,86,14.7,2.2
3704,21-01-2022,26.5,78,15.1,2.3
3705,22-01-2022,26.5,85,7.2,3.1
3706,23-01-2022,27.6,79,6.7,2.2
3707,24-01-2022,27.7,81,7,7.5
3708,25-01-2022,27.7,82,7.2,2.4
3709,26-01-2022,26.4,86,7.4,4.2
3710,27-01-2022,26.5,85,0.1,2.5
3711,28-01-2022,25.5,89,1.8,3.5
3712,29-01-2022,26.4,83,18,2.5
3713,30-01-2022,26.5,85,0.2,0.8
3714,31-01-2022,27.1,81,0.2,2.6
3715,01-02-2022,26.2,88,8.6,2.4
3716,02-02-2022,27.6,78,1.4,2.5
3717,03-02-2022,27,82,8.9,2.5
3718,04-02-2022,25.7,88,4.3,1.2
3719,05-02-2022,25,92,32.3,6.6
3720,06-02-2022,26.7,82,13.5,1.2
3721,07-02-2022,27.5,84,3.3,3.2
3722,08-02-2022,26.1,89,9.2,2.4
3723,09-02-2022,26.4,87,20.9,1.2
3724,10-02-2022,24.9,90,22.3,1.3
3725,11-02-2022,26.7,78,0.2,1.3
3726,12-02-2022,27,84,9.5,1
3727,13-02-2022,25.6,88,9.9,1.4
3728,14-02-2022,26.1,82,4.6,0.2
3729,15-02-2022,26.6,80,3.4,1.4
3730,16-02-2022,26.5,85,31,2.5
3731,17-02-2022,24.7,92,1.8,3.6
3732,18-02-2022,25,92,19,2.5
3733,19-02-2022,26.7,87,17.1,0.3
3734,20-02-2022,25.3,93,10.2,2.5
3735,21-02-2022,27,79,4.6,0.1
3736,22-02-2022,27.4,80,10.9,1.5
3737,23-02-2022,26.9,77,10.6,1.5
3738,24-02-2022,26.8,74,11.5,1.6
3739,25-02-2022,24.7,89,4.2,1.6
3740,26-02-2022,24,94,9,1.7
3741,27-02-2022,25.3,92,25.1,1.8
3742,28-02-2022,25.5,89,0.2,1.8
3743,01-03-2022,25.1,93,32.1,0.2
3744,02-03-2022,25,94,5.6,0.2
3745,03-03-2022,27.1,79,22,0.2
3746,04-03-2022,27,82,3.1,0.2
3747,05-03-2022,25,88,5.3,0.2
3748,06-03-2022,24.9,90,11.7,0.2
3749,07-03-2022,26.9,80,11.1,0.2
3750,08-03-2022,26.9,83,5.5,0.2
3751,09-03-2022,11.9,38.4,5.6,0.2
3752,10-03-2022,12.3,39.6,5.8,0.2
3753,11-03-2022,12.7,40.9,6,0.2
3754,12-03-2022,13.1,42.2,6.2,0.2
3755,13-03-2022,13.5,43.6,6.4,0.3
3756,14-03-2022,14,45,6.6,0.3
3757,15-03-2022,14.4,46.4,6.8,0.3
3758,16-03-2022,14.9,47.9,7,0.3
3759,17-03-2022,15.4,49.5,7.3,0.3
3760,18-03-2022,15.9,51.1,7.5,0.3
3761,19-03-2022,16.4,52.7,7.7,0.3
3762,20-03-2022,16.9,54.4,8,0.3
3763,21-03-2022,17.4,56.2,8.2,0.3
3764,22-03-2022,18,58,8.5,0.3
3765,23-03-2022,18.6,59.9,8.8,0.3
3766,24-03-2022,19.2,61.8,9.1,0.4
3767,25-03-2022,27.8,78,9.4,5.4
3768,26-03-2022,25.1,94,9.7,0.4
3769,27-03-2022,26.2,89,1.1,0.4
3770,28-03-2022,26.8,84,77.1,0.4
3771,29-03-2022,28.1,79,10,0.4
3772,30-03-2022,27.6,77,10.3,0.4
3773,31-03-2022,19.8,63.8,10.6,0.4
3774,01-04-2022,2.6,8.7,0.7,1.3
3775,02-04-2022,2.7,9,0.7,1.3
3776,03-04-2022,2.8,9.3,0.7,1.3
3777,04-04-2022,2.9,9.6,0.8,2.9
3778,05-04-2022,3,10,0.8,1.3
3779,06-04-2022,3.1,10.3,0.8,1.4
3780,07-04-2022,3.2,10.6,0.8,1.4
3781,08-04-2022,3.3,11,0.9,1.5
3782,09-04-2022,3.4,11.4,0.9,2
3783,10-04-2022,3.5,11.7,0.9,1.5
3784,11-04-2022,3.7,12.1,0.9,1.6
3785,12-04-2022,3.8,12.5,1,1.6
3786,13-04-2022,3.9,12.9,1,1.2
3787,14-04-2022,4,13.4,1,1.5
3788,15-04-2022,4.2,13.8,1.1,1.7
3789,16-04-2022,4.3,14.3,1.1,1.7
3790,17-04-2022,4.4,14.8,1.2,1.8
3791,18-04-2022,4.6,15.2,1.2,1.8
3792,19-04-2022,4.7,15.8,1.2,5.5
3793,20-04-2022,4.9,16.3,1.3,1.9
3794,21-04-2022,5.1,16.8,1.3,1.9
3795,22-04-2022,5.2,17.4,1.4,2
3796,23-04-2022,5.4,18,1.4,2.1
3797,24-04-2022,5.6,18.6,1.5,5.9
3798,25-04-2022,5.8,19.2,1.5,2.2
3799,26-04-2022,6,19.8,1.6,2.2
3800,27-04-2022,25.8,91,1.6,5.2
3801,28-04-2022,26.9,82,20.4,3.6
3802,29-04-2022,6.2,20.5,1.7,2.3
3803,30-04-2022,26.3,89,1.7,9.8
3804,01-05-2022,1.6,5.7,0.5,8
3805,02-05-2022,1.7,5.9,0.5,7
3806,03-05-2022,1.8,6.1,0.5,4.8
3807,04-05-2022,1.8,6.3,0.6,5.1
3808,05-05-2022,1.9,6.5,0.6,6
3809,06-05-2022,1.9,6.7,0.6,0
3810,07-05-2022,2,6.9,0.6,5.5
3811,08-05-2022,2.1,7.2,0.6,8
3812,09-05-2022,2.1,7.4,0.7,4.8
3813,10-05-2022,2.2,7.6,0.7,6.3
3814,11-05-2022,2.3,7.9,0.7,3.8
3815,12-05-2022,2.3,8.1,0.7,8
3816,13-05-2022,2.4,8.4,0.8,7.6
3817,14-05-2022,2.5,8.7,0.8,5.5
3818,15-05-2022,2.6,8.9,0.8,7.2
3819,16-05-2022,2.7,9.2,0.8,6.7
3820,17-05-2022,2.7,9.5,0.9,6.6
3821,18-05-2022,2.8,9.8,0.9,5.4
3822,19-05-2022,2.9,10.2,0.9,6.6
3823,20-05-2022,3,10.5,0.9,5.4
3824,21-05-2022,3.1,10.8,1,5.5
3825,22-05-2022,3.2,11.2,1,8
3826,23-05-2022,3.3,11.5,1,7.2
3827,24-05-2022,3.4,11.9,1.1,5.7
3828,25-05-2022,3.5,12.3,1.1,7.3
3829,26-05-2022,3.6,12.7,1.1,6.5
3830,27-05-2022,3.8,13.1,1.2,7.3
3831,28-05-2022,3.9,13.5,1.1,7.6
3832,29-05-2022,26.2,84,15.6,6.5
3833,30-05-2022,24.9,94,0.4,6.6
3834,31-05-2022,4,14,1.2,5.5
3835,01-06-2022,1.7,5.2,1.9,8
3836,02-06-2022,1.8,5.4,1.9,7.5
3837,03-06-2022,1.8,5.6,2,5.5
3838,04-06-2022,1.9,5.8,6.3,5.3
3839,05-06-2022,2,6,2.1,7.7
3840,06-06-2022,2,6.2,2.1,8
3841,07-06-2022,2.1,6.4,2.2,8
3842,08-06-2022,2.2,6.6,2.3,5.3
3843,09-06-2022,2.2,6.8,2.3,7
3844,10-06-2022,2.3,7,2.4,7
3845,11-06-2022,2.4,7.3,45.3,4.5
3846,12-06-2022,2.5,7.5,1.6,4.4
3847,13-06-2022,2.6,7.8,2.5,8
3848,14-06-2022,2.6,8,0.1,6.8
3849,15-06-2022,2.7,8.3,3.2,6.3
3850,16-06-2022,2.8,8.7,2.6,7.1
3851,17-06-2022,2.9,8.9,2.7,8
3852,18-06-2022,3,9.2,2.7,5.4
3853,19-06-2022,3.1,9.5,2.8,6.3
3854,20-06-2022,3.2,9.8,2.9,7.8
3855,21-06-2022,3.3,10.1,3,4.4
3856,22-06-2022,3.4,10.4,3.1,7.1
3857,23-06-2022,3.5,10.8,3.2,5
3858,24-06-2022,3.7,11.1,3.3,6.1
3859,25-06-2022,3.8,11.5,3.4,6.1
3860,26-06-2022,3.9,11.9,3.5,6.2
3861,27-06-2022,4,12.3,3.6,7.1
3862,28-06-2022,4.2,12.7,3.8,5.6
3863,29-06-2022,26.4,81,1.5,5
3864,30-06-2022,25.5,76,3.9,5.2
3865,01-07-2022,26.8,76,4.9,2.6
3866,02-07-2022,27.3,79,5,2.7
3867,03-07-2022,27.5,88,5.2,2.8
3868,04-07-2022,28.6,77,17.5,8.2
3869,05-07-2022,27.8,80,5.4,5.2
3870,06-07-2022,26.1,90,5.5,2.9
3871,07-07-2022,27.7,80,5.7,7.9
3872,08-07-2022,27.1,80,5.9,3
3873,09-07-2022,26.9,74,6.1,4.2
3874,10-07-2022,26.4,77,6.3,3.6
3875,11-07-2022,26.8,78,6.5,3.1
3876,12-07-2022,26.8,86,6.7,1.5
3877,13-07-2022,25.5,90,3.5,4.1
3878,14-07-2022,27.1,84,35,3.2
3879,15-07-2022,26.4,87,6.9,3.5
3880,16-07-2022,24.8,92,47.7,3.3
3881,17-07-2022,26.7,83,4,5.3
3882,18-07-2022,26.7,82,7.1,5.9
3883,19-07-2022,27.4,78,7.4,3.4
3884,20-07-2022,27.3,83,7.6,1
3885,21-07-2022,27.3,80,7.8,3.4
3886,22-07-2022,27,83,8.1,1
3887,23-07-2022,27,81,2.2,3.5
3888,24-07-2022,26.9,82,3.4,3.6
3889,25-07-2022,27.5,83,15,10
3890,26-07-2022,27.4,78,8.4,3.7
3891,27-07-2022,27,79,8.6,3.2
3892,28-07-2022,27.8,77,8.9,8.2
3893,29-07-2022,27.4,84,9.2,3.8
3894,30-07-2022,27.2,84,22.5,5
3895,31-07-2022,27.5,81,9.5,4
3896,01-08-2022,27,79,1.8,5.2
3897,02-08-2022,28,76,1.9,8
3898,03-08-2022,28.1,76,1.9,6.4
3899,04-08-2022,27.2,80,2,5.1
3900,05-08-2022,26.9,74,2.1,8
3901,06-08-2022,25.1,76,2.1,3
3902,07-08-2022,26.8,77,2.2,5.8
3903,08-08-2022,27.3,74,2.3,6.7
3904,09-08-2022,26.4,74,2.4,6
3905,10-08-2022,27.2,77,2.4,7.3
3906,11-08-2022,27.1,68,2.5,7
3907,12-08-2022,27,70,2.6,8
3908,13-08-2022,27,68,2.7,8
3909,14-08-2022,27.7,66,2.8,7.8
3910,15-08-2022,26.3,63,2.9,8
3911,16-08-2022,26.9,74,3,8
3912,17-08-2022,26.7,68,3.1,8
3913,18-08-2022,27.7,70,3.2,8
3914,19-08-2022,25.2,74,3.3,6.1
3915,20-08-2022,26.2,80,54.5,5
3916,21-08-2022,26.4,78,3.4,8
3917,22-08-2022,27.4,74,3.5,8
3918,23-08-2022,27,66,3.6,8
3919,24-08-2022,27.8,66,3.7,8
3920,25-08-2022,26.3,72,3.9,6.8
3921,26-08-2022,27.1,44,4,6.2
3922,27-08-2022,26.5,68,4.1,7.9
3923,28-08-2022,26.7,72,4.2,6.8
3924,29-08-2022,27.2,75,4.3,6.7
3925,30-08-2022,27.3,74,4.5,8
3926,31-08-2022,27.4,78,4.7,8.1
3927,01-09-2022,27.1,81,1,2.6
3928,02-09-2022,27.2,82,7.7,2.7
3929,03-09-2022,25.7,90,7.9,2.8
3930,04-09-2022,26.7,82,5,1.6
3931,05-09-2022,26.9,82,12.2,2.9
3932,06-09-2022,27,84,1.8,5.8
3933,07-09-2022,27.8,78,8.2,7.6
3934,08-09-2022,26,85,4.5,3
3935,09-09-2022,27,82,16.5,6
3936,10-09-2022,27,82,8.5,7.6
3937,11-09-2022,26,90,2,3
3938,12-09-2022,26.5,84,85,5.4
3939,13-09-2022,26.1,87,6,2.3
3940,14-09-2022,24.7,95,13.6,3
3941,15-09-2022,26.9,82,4.5,2.4
3942,16-09-2022,26.8,85,13,3.3
3943,17-09-2022,26,84,8.7,0.4
3944,18-09-2022,26.5,81,2.3,2.7
3945,19-09-2022,26.8,82,0.5,3
3946,20-09-2022,25.6,83,9,3.1
3947,21-09-2022,27.5,81,2.5,5.8
3948,22-09-2022,26.1,90,46,3.2
3949,23-09-2022,24.4,91,0.2,0.8
3950,24-09-2022,26.1,86,1.3,1.4
3951,25-09-2022,26.8,86,2.8,5.2
3952,26-09-2022,27.4,82,9.3,6
3953,27-09-2022,27.4,82,34.2,3.3
3954,28-09-2022,26.9,81,9.9,7.3
3955,29-09-2022,25.8,79,2.6,3.4
3956,30-09-2022,25,82,32.3,3.5
